"id","date","dive_number","boat","dive_guide","dive_site","max_depth","water_temperature","sightings"
112,"2023-10-27",1,"Shark Bait","Otto","Twilight Zone",34,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
113,"2023-10-27",2,"Shark Bait","Otto","Tent Reef",23,29,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 4}, {""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}]"
118,"2023-10-27",2,"Fin & Tonic","Josef","Tent Shallow",27,29,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 4}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 4}]"
119,"2023-10-27",3,"Fin & Tonic","Josef","Tent Reef",28,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 4}, {""species"" : ""Lionfish Dead"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 5}]"
120,"2023-10-27",1,"Shark Bait","Vicky","Twilight Zone",32,30,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}]"
121,"2023-10-27",2,"Shark Bait","Vicky","Tent Reef",23,30,"[{""species"" : ""Green Turtle"", ""count"" : 5}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
122,"2023-10-27",1,"Fin & Tonic","Aaron","Tent Reef Wall",26,29,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 2}, {""species"" : ""Flamingo Tongue"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Sea Egg"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
123,"2023-10-27",3,"Fin & Tonic","Aaron","Tent Reef",24,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 5}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Lionfish Dead"", ""count"" : 3}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Sea Egg"", ""count"" : 1}, {""species"" : ""Flamingo Tongue"", ""count"" : 5}]"
125,"2023-10-28",2,"Fin & Tonic","Richard","50 50",24,30,"[{""species"" : ""Flamingo Tongue"", ""count"" : 6}, {""species"" : ""Green Turtle"", ""count"" : 6}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Red-tipped Sea Goddess"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
129,"2023-10-28",2,"Shark Bait","Otto","Babylon",23,29,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
124,"2023-10-28",1,"Fin & Tonic","Richard","Core Gut",24,30,"[{""species"" : null, ""count"" : null}]"
128,"2023-10-28",1,"Shark Bait","Otto","Outer Limits",34,29,"[{""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
127,"2023-10-29",1,"Fin & Tonic","Richard","Customs House",30,30,"[{""species"" : ""Leech Head Shield Slug"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Red-tipped Sea Goddess"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 5}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 5}]"
126,"2023-10-29",2,"Fin & Tonic","Josef","Man of War Shoals",22,29,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 1}]"
130,"2023-10-30",1,"Fin & Tonic","Richard","Ladder Labyrinth",19,30,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Roughtail Stingray"", ""count"" : 2}, {""species"" : ""Flamingo Tongue"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Lionfish Dead"", ""count"" : 2}]"
131,"2023-10-30",2,"Fin & Tonic","Richard","Hot Springs",20,30,"[{""species"" : ""Nurse Shark"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 7}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
132,"2023-10-30",3,"Fin & Tonic","Richard","Otto Limits",20,30,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 5}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lionfish Dead"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
133,"2023-10-31",1,"Fin & Tonic","Svenja","Man of War Shoals",22,27,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Spotted Eagle Ray"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}]"
134,"2023-10-31",1,"Fin & Tonic","Richard","Man of War Shoals",22,30,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
135,"2023-10-31",2,"Fin & Tonic","Richard","Tent Shallow",24,30,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
136,"2023-10-31",3,"Fin & Tonic","Richard","Otto Limits",17,30,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}]"
137,"2023-10-31",2,"Fin & Tonic","Aaron","Tent Shallow",22,29,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 5}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
138,"2023-11-01",1,"Fin & Tonic","Josef","Tent Reef Wall",29,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 3}, {""species"" : ""Lionfish Dead"", ""count"" : 2}]"
139,"2023-11-01",3,"Fin & Tonic","Josef","Tent Deep",31,29,"[{""species"" : null, ""count"" : null}]"
140,"2023-11-03",1,"Fin & Tonic","Richard","Third Encounter",33,30,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
141,"2023-11-04",1,"Fin & Tonic","Richard","Man of War Shoals",22,30,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 8}]"
142,"2023-11-04",2,"Fin & Tonic","Richard","Hot Springs",24,30,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 9}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
143,"2023-11-05",2,"Fin & Tonic","Richard","Big Rock Deep",22,30,"[{""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
144,"2023-11-05",1,"Fin & Tonic","Josef","Babylon",26,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Blacktip Reef Shark"", ""count"" : 2}]"
145,"2023-11-05",2,"Shark Bait","Aaron","Man of War Shoals",22,29,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}]"
146,"2023-11-05",1,"Shark Bait","Otto","Tent Shallow",24,29,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
147,"2023-11-05",2,"Shark Bait","Otto","Man of War Shoals",22,29,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
148,"2023-11-05",1,"Shark Bait","Lenny","Tent Shallow",22,27,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 5}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Tiger Grouper"", ""count"" : 2}, {""species"" : ""Pencil Urchin"", ""count"" : 5}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 3}, {""species"" : ""Flamingo Tongue"", ""count"" : 6}]"
149,"2023-11-06",1,"Shark Bait","Vicky","Customs House",29,30,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Tiger Grouper"", ""count"" : 1}]"
150,"2023-11-06",2,"Shark Bait","Vicky","Tent Deep",23,30,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 5}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}]"
151,"2023-11-06",1,"Fin & Tonic","Josef","Man of War Shoals",22,29,"[{""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 3}]"
152,"2023-11-06",2,"Fin & Tonic","Josef","Tent Shallow",23,29,"[{""species"" : ""Green Turtle"", ""count"" : 3}]"
153,"2023-11-06",2,"Shark Bait","Aaron","Tent Deep",24,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 5}]"
154,"2023-11-06",3,"Shark Bait","Aaron","Tent Shallow",20,29,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Hawksbill Turtle"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 5}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}]"
155,"2023-11-07",1,"Fin & Tonic","Richard","Customs House",25,30,"[{""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 4}, {""species"" : ""Leech Head Shield Slug"", ""count"" : 1}]"
156,"2023-11-07",1,"Shark Bait","Svenja","Twilight Zone",30,27,"[{""species"" : ""Nurse Shark"", ""count"" : 3}]"
157,"2023-11-07",2,"Shark Bait","Svenja","Big Rock Deep",22,27,"[{""species"" : ""Lionfish Alive"", ""count"" : 5}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}]"
158,"2023-11-07",2,"Fin & Tonic","Josef","Hole in the Corner",23,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 1}]"
159,"2023-11-07",1,"Shark Bait","Vicky","Twilight Zone",30,30,"[{""species"" : ""Nurse Shark"", ""count"" : 2}]"
160,"2023-11-07",2,"Shark Bait","Vicky","Big Rock Deep",24,30,"[{""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
161,"2023-11-07",2,"Shark Bait","Aaron","Big Rock Deep",23,29,"[{""species"" : ""Sea Egg"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
162,"2023-11-07",3,"Shark Bait","Aaron","Hole in the Corner",23,29,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 1}, {""species"" : ""Lionfish Dead"", ""count"" : 1}, {""species"" : ""Sea Egg"", ""count"" : 1}]"
164,"2023-11-08",1,"Fin & Tonic","Otto","Babylon",28,29,"[{""species"" : ""Flamingo Tongue"", ""count"" : 4}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 5}]"
163,"2023-11-08",2,"Shark Bait","Aaron","Big Rock Market",23,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Lionfish Dead"", ""count"" : 6}]"
165,"2023-11-08",3,"Fin & Tonic","Otto","Hot Springs",20,29,"[{""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 4}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 2}, {""species"" : ""Flamingo Tongue"", ""count"" : 6}, {""species"" : ""Lionfish Alive"", ""count"" : 1}]"
166,"2023-11-08",1,"Shark Bait","Vicky","Diamond Rock",26,30,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 3}, {""species"" : ""Southern Stingray"", ""count"" : 1}]"
168,"2023-11-08",1,"Shark Bait","Svenja","Diamond Rock",22,29,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Lionfish Dead"", ""count"" : 1}]"
169,"2023-11-08",2,"Shark Bait","Svenja","Big Rock Deep",25,29,"[{""species"" : ""Nurse Shark"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 1}, {""species"" : ""Lionfish Dead"", ""count"" : 5}]"
167,"2023-11-09",1,"Shark Bait","Svenja","Hot Springs",22,29,"[{""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 5}, {""species"" : ""Red-tipped Sea Goddess"", ""count"" : 5}]"
172,"2023-11-09",2,"Shark Bait","Aaron","Tent Boulders",23,29,"[{""species"" : ""Lettuce Sea Slug"", ""count"" : 8}, {""species"" : ""Lionfish Dead"", ""count"" : 1}, {""species"" : ""Flamingo Tongue"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}]"
170,"2023-11-09",1,"Shark Bait","Vicky","Hot Springs",24,30,"[{""species"" : ""Green Turtle"", ""count"" : 8}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
175,"2023-11-09",1,"Fin & Tonic","Otto","Tent Reef Wall",27,29,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Flamingo Tongue"", ""count"" : 4}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
171,"2023-11-09",2,"Shark Bait","Vicky","Tent Boulders",23,30,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 4}, {""species"" : ""Lionfish Dead"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Flamingo Tongue"", ""count"" : 1}]"
174,"2023-11-10",2,"Fin & Tonic","Richard","Hot Springs",23,30,"[{""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 6}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
173,"2023-11-10",1,"Fin & Tonic","Richard","Man of War Shoals",22,30,"[{""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
176,"2023-11-11",1,"Fin & Tonic","Richard","Customs House",27,29,"[{""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Leech Head Shield Slug"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 5}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 1}]"
177,"2023-11-11",3,"Fin & Tonic","Richard","Torrens Point",12,29,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Spotted Eagle Ray"", ""count"" : 1}]"
178,"2023-11-12",2,"Fin & Tonic","Josef","50 50",12,29,"[{""species"" : null, ""count"" : null}]"
179,"2023-11-12",3,"Fin & Tonic","Josef","Tent Shallow",14,29,"[{""species"" : null, ""count"" : null}]"
180,"2023-11-13",2,"Fin & Tonic","Aaron","Tent Deep",24,29,"[{""species"" : ""Yellowfin Grouper"", ""count"" : 1}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Nurse Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 1}]"
181,"2023-11-13",1,"Fin & Tonic","Vicky","Diamond Rock",26,29,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 3}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 2}]"
182,"2023-11-13",2,"Shark Bait","Josef","Hot Springs",17,28,"[{""species"" : null, ""count"" : null}]"
183,"2023-11-13",3,"Shark Bait","Josef","Torrens Point",4,-2,"[{""species"" : ""Green Turtle"", ""count"" : 2}]"
184,"2023-11-13",1,"Shark Bait","Richard","Man of War Shoals",22,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 3}]"
185,"2023-11-13",3,"Shark Bait","Richard","Torrens Point",14,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 1}]"
186,"2023-11-14",2,"Fin & Tonic","Aaron","Man of War Shoals",22,29,"[{""species"" : ""Southern Stingray"", ""count"" : 6}, {""species"" : ""Yellowfin Grouper"", ""count"" : 2}, {""species"" : ""Lettuce Sea Slug"", ""count"" : 8}, {""species"" : ""Green Turtle"", ""count"" : 4}]"
187,"2023-11-17",1,"Fin & Tonic","Richard","Diamond Rock",26,29,"[{""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 2}]"
188,"2023-11-17",2,"Fin & Tonic","Richard","Man of War Shoals",22,29,"[{""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Southern Stingray"", ""count"" : 3}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
189,"2023-11-18",2,"Shark Bait","Josef","Green Island",22,27,"[{""species"" : null, ""count"" : null}]"
190,"2023-11-18",3,"Shark Bait","Josef","Tent Shallow",23,27,"[{""species"" : ""Longspine Sea Urchin"", ""count"" : 6}]"
193,"2023-11-18",1,"Shark Bait","Otto","Babylon",27,28,"[{""species"" : ""Southern Stingray"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 1}, {""species"" : ""Caribbean Reef Shark"", ""count"" : 2}, {""species"" : ""Lionfish Alive"", ""count"" : 2}]"
194,"2023-11-18",2,"Shark Bait","Otto","Green Island",21,28,"[{""species"" : ""Lionfish Alive"", ""count"" : 1}, {""species"" : ""Lionfish Dead"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Tiger Grouper"", ""count"" : 1}, {""species"" : ""Longspine Sea Urchin"", ""count"" : 2}]"
192,"2023-11-19",3,"Fin & Tonic","Richard","Green Island",23,29,"[{""species"" : ""Lionfish Alive"", ""count"" : 3}, {""species"" : ""Flamingo Tongue"", ""count"" : 3}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Lionfish Dead"", ""count"" : 7}, {""species"" : ""Nurse Shark"", ""count"" : 4}]"
191,"2023-11-19",1,"Fin & Tonic","Richard","Diamond Rock",26,29,"[{""species"" : ""Hawksbill Turtle"", ""count"" : 1}, {""species"" : ""Southern Stingray"", ""count"" : 1}, {""species"" : ""Lionfish Alive"", ""count"" : 2}, {""species"" : ""Green Turtle"", ""count"" : 2}, {""species"" : ""Nurse Shark"", ""count"" : 1}]"
